  40.32
 198.00
3347423133
Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	33050.07	0.00	109.24	0.00	1.32	-2.31	520.00
1980 01 02 12	33128.16	0.00	55.87	0.00	-0.70	-2.46	520.00
1980 01 03 12	33177.61	0.24	101.09	0.00	0.31	-3.18	482.62
1980 01 04 12	33177.61	0.00	108.60	0.00	-0.16	-3.91	455.46
1980 01 05 12	33191.91	0.00	134.79	0.00	0.46	-4.27	440.00
1980 01 06 12	33237.63	0.79	192.23	0.00	3.21	-4.22	450.44
1980 01 07 12	33319.02	0.78	268.62	0.00	1.66	-11.81	245.65
1980 01 08 12	33436.77	0.00	179.31	0.00	-6.08	-12.16	240.02
1980 01 09 12	33523.23	0.00	223.60	0.00	-5.94	-14.19	202.58
1980 01 10 12	33523.23	0.00	284.69	0.00	10.68	-9.70	280.00
1980 01 11 12	33557.94	0.00	282.59	0.00	12.22	-6.19	385.02
1980 01 12 12	33664.54	0.00	268.06	0.00	-0.67	-12.54	236.91
1980 01 13 12	33819.38	0.00	193.60	0.00	2.40	-4.23	444.69
1980 01 14 12	33868.80	0.00	281.22	0.00	9.35	-5.40	410.11
1980 01 15 12	33883.15	0.00	199.15	0.00	9.35	1.91	704.30
1980 01 16 12	33979.16	7.16	153.40	0.00	13.23	5.34	907.37
1980 01 17 12	34164.94	0.29	204.66	0.00	7.42	-0.17	602.24
1980 01 18 12	34214.39	0.00	142.53	0.00	1.60	-3.01	480.00
1980 01 19 12	34228.66	1.28	128.66	0.00	0.71	-3.75	460.09
1980 01 20 12	34355.77	1.06	184.70	0.00	1.06	-4.98	424.90
1980 01 21 12	34560.01	0.00	206.75	0.00	0.67	-6.24	379.05
1980 01 22 12	34560.01	0.00	176.34	0.00	0.92	-4.68	431.50
1980 01 23 12	34646.28	0.00	232.26	0.00	-3.13	-11.01	266.35
1980 01 24 12	34856.14	1.47	312.68	0.00	5.46	-9.82	283.88
