  39.04
 319.00
 564376058
Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	33523.20	0.00	141.74	0.00	0.11	-4.23	440.76
1980 01 02 12	33523.20	0.00	74.65	0.00	-0.95	-3.06	480.86
1980 01 03 12	33523.20	0.00	94.84	0.00	0.51	-2.38	520.00
1980 01 04 12	33574.74	2.82	110.30	0.00	0.88	-3.85	454.50
1980 01 05 12	33728.58	9.38	100.41	0.00	-2.25	-6.21	383.25
1980 01 06 12	33868.80	0.82	157.75	0.00	-1.97	-6.69	360.00
1980 01 07 12	33868.80	1.77	260.60	0.00	4.56	-4.75	439.53
1980 01 08 12	33868.80	0.00	243.08	0.00	-0.19	-8.24	320.90
1980 01 09 12	33868.80	0.00	221.16	0.00	-0.28	-7.26	360.00
1980 01 10 12	33882.62	0.00	304.35	0.00	4.14	-8.64	320.00
1980 01 11 12	34163.07	13.43	237.36	0.00	12.21	-3.96	452.34
1980 01 12 12	34214.41	12.19	239.56	0.00	7.29	-7.40	360.00
1980 01 13 12	34214.41	0.00	296.23	0.00	4.09	-6.96	360.00
1980 01 14 12	34214.41	2.00	247.83	0.00	7.48	-0.59	588.34
1980 01 15 12	34265.96	0.00	179.83	0.00	6.30	1.01	640.49
1980 01 16 12	34559.98	0.00	229.33	0.00	9.00	1.80	703.63
1980 01 17 12	34559.98	0.26	255.85	0.00	13.39	4.71	856.45
1980 01 18 12	34559.98	0.00	305.17	0.00	11.78	-0.24	600.00
1980 01 19 12	34611.54	0.00	260.71	0.00	4.80	-3.49	474.47
1980 01 20 12	34905.60	0.84	237.97	0.00	4.96	-2.23	520.00
1980 01 21 12	34905.60	0.00	317.61	0.00	4.22	-7.62	350.12
1980 01 22 12	34905.60	0.00	256.73	0.00	3.50	-4.29	442.24
1980 01 23 12	35110.98	0.00	309.72	0.00	2.32	-8.26	320.39
1980 01 24 12	35251.21	0.10	294.06	0.00	-1.27	-10.63	280.00
1980 01 25 12	35251.21	6.71	235.59	0.00	6.22	-4.66	440.00
1980 01 26 12	35302.75	0.00	313.13	0.00	5.25	-5.31	416.82
1980 01 27 12	35596.81	0.00	248.92	0.00	3.04	-4.31	440.07
1980 01 28 12	35596.81	0.00	232.34	0.00	1.16	-5.45	412.37
1980 01 29 12	35610.62	0.00	239.91	0.00	-3.64	-10.35	280.00
1980 01 30 12	35942.38	0.00	221.68	0.00	-4.83	-10.82	280.00
1980 01 31 12	35942.38	4.99	189.07	0.00	-5.80	-12.46	240.00
1980 02 01 12	35956.20	0.00	326.90	0.00	-5.85	-15.91	169.87
1980 02 02 12	36288.00	0.00	331.46	0.00	-5.55	-15.96	168.65
1980 02 03 12	36288.00	0.00	359.23	0.00	-3.74	-16.37	160.00
1980 02 04 12	36339.55	0.00	353.91	0.00	-3.49	-15.65	187.71
1980 02 05 12	36633.60	0.00	362.38	0.00	-1.77	-14.77	200.00
1980 02 06 12	36633.60	3.75	234.42	0.00	0.02	-9.53	292.89
1980 02 07 12	36927.83	0.86	274.86	0.00	-0.63	-8.43	320.09
1980 02 08 12	36979.17	0.00	334.93	0.00	-1.10	-11.54	240.00
1980 02 09 12	36979.17	2.00	267.84	0.00	-0.49	-7.80	336.70
1980 02 10 12	37324.79	0.70	356.01	0.00	-0.32	-11.30	258.84
1980 02 11 12	37324.79	0.00	332.89	0.00	-0.11	-9.54	285.37
1980 02 12 12	37440.49	0.89	405.40	0.00	-1.08	-15.49	199.61
1980 02 13 12	37670.39	0.00	408.25	0.00	0.20	-14.54	200.00
1980 02 14 12	37670.39	0.00	380.56	0.00	3.04	-9.20	305.04
1980 02 15 12	38016.00	0.00	247.37	0.00	4.89	-1.54	556.91
1980 02 16 12	38016.00	10.90	269.32	0.00	3.93	-6.56	365.40
1980 02 17 12	38131.71	0.00	402.41	0.00	-4.07	-16.65	160.17
1980 02 18 12	38361.60	0.00	414.15	0.00	-1.48	-15.00	200.00
1980 02 19 12	38361.60	0.00	423.69	0.00	5.70	-9.11	304.97
1980 02 20 12	38707.18	0.86	310.61	0.00	8.15	-0.26	598.50
1980 02 21 12	38707.18	4.24	170.53	0.00	8.51	2.78	742.46
1980 02 22 12	39052.73	2.04	312.32	0.00	12.54	3.89	801.99
1980 02 23 12	39052.81	0.07	351.66	0.00	11.19	1.34	666.88
1980 02 24 12	39052.81	2.66	243.70	0.00	6.82	-0.72	582.01
1980 02 25 12	39398.40	0.00	324.55	0.00	4.19	-3.98	444.16
1980 02 26 12	39398.40	3.79	330.07	0.00	1.07	-12.67	239.14
1980 02 27 12	39744.00	0.00	352.39	0.00	-0.01	-9.00	317.58
1980 02 28 12	39744.00	6.80	217.16	0.00	0.48	-6.38	371.45
1980 02 29 12	40089.59	0.00	390.89	0.00	-3.17	-13.39	209.71
1980 03 01 12	40089.59	6.80	199.76	0.00	-8.83	-14.83	200.00
1980 03 02 12	40103.41	7.76	299.95	0.00	-9.01	-19.03	121.63
1980 03 03 12	40435.20	0.00	486.31	0.00	-5.01	-20.37	120.00
1980 03 04 12	40435.20	0.00	482.97	0.00	2.74	-12.44	235.34
1980 03 05 12	40780.79	15.58	263.14	0.00	7.03	-1.45	557.99
1980 03 06 12	40780.79	3.15	323.86	0.00	6.97	-4.50	440.17
1980 03 07 12	41126.41	0.00	420.75	0.00	8.76	-2.22	520.00
1980 03 08 12	41126.41	10.84	347.38	0.00	16.04	1.96	709.57
1980 03 09 12	41471.98	0.00	474.55	0.00	14.05	-0.55	592.43
