  37.25
 381.00
1869172082
Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	34214.39	0.00	233.88	0.00	5.88	-2.39	513.54
1980 01 02 12	34214.39	0.00	211.07	0.00	4.86	-2.38	514.10
1980 01 03 12	34214.39	0.00	229.94	0.00	5.12	-2.97	492.80
1980 01 04 12	34214.50	9.97	122.66	0.00	4.57	-0.87	571.62
1980 01 05 12	34302.42	2.55	148.36	0.00	1.92	-3.60	468.46
1980 01 06 12	34394.91	0.00	195.34	0.00	0.55	-6.08	386.93
1980 01 07 12	34511.70	6.94	182.93	0.00	4.76	-4.34	444.43
1980 01 08 12	34560.00	1.10	201.13	0.00	3.91	-3.50	468.54
1980 01 09 12	34560.00	0.00	213.45	0.00	4.66	-3.03	489.26
1980 01 10 12	34560.00	0.00	296.11	0.00	8.51	-5.57	406.79
1980 01 11 12	34603.68	0.00	297.28	0.00	12.64	-2.68	503.03
1980 01 12 12	34783.79	21.43	229.95	0.00	11.98	-4.92	438.90
1980 01 13 12	34883.02	0.00	231.69	0.00	5.02	-3.55	471.15
1980 01 14 12	34905.58	6.54	131.23	0.00	7.17	1.12	662.22
1980 01 15 12	34905.58	0.12	197.83	0.00	9.58	2.50	728.21
1980 01 16 12	34949.29	0.00	250.84	0.00	12.27	2.32	719.60
1980 01 17 12	35169.57	7.08	176.34	0.00	14.17	5.10	887.67
1980 01 18 12	35251.21	12.88	141.55	0.00	12.77	6.08	937.06
1980 01 19 12	35251.21	2.76	259.68	0.00	11.93	-3.19	483.06
1980 01 20 12	35261.22	0.00	297.09	0.00	11.31	-1.80	538.65
1980 01 21 12	35475.02	0.00	296.86	0.00	8.57	-4.01	454.57
1980 01 22 12	35596.80	3.87	201.24	0.00	7.48	-1.14	564.82
1980 01 23 12	35596.80	15.96	184.99	0.00	5.11	-3.49	471.79
1980 01 24 12	35640.50	0.00	291.08	0.00	5.40	-5.85	395.92
1980 01 25 12	35894.09	0.00	288.69	0.00	10.46	-0.80	580.41
1980 01 26 12	35942.40	0.00	302.16	0.00	11.32	-0.96	571.52
1980 01 27 12	35942.40	0.00	241.02	0.00	7.82	-0.30	597.77
1980 01 28 12	36166.23	0.00	262.72	0.00	5.10	-3.85	456.45
1980 01 29 12	36288.01	0.00	217.63	0.00	1.82	-4.96	429.01
1980 01 30 12	36288.01	0.10	220.91	0.00	-1.38	-8.18	328.11
1980 01 31 12	36420.91	10.23	143.82	0.00	-3.94	-8.87	313.48
1980 02 01 12	36633.60	3.41	285.00	0.00	-5.41	-15.25	190.83
1980 02 02 12	36633.60	0.00	396.27	0.00	-3.95	-19.08	129.89
1980 02 03 12	36721.63	0.00	404.71	0.00	-1.91	-18.45	151.23
1980 02 04 12	36979.21	0.00	394.77	0.00	-1.64	-16.75	160.13
1980 02 05 12	36979.21	0.00	404.68	0.00	0.14	-16.32	162.84
1980 02 06 12	37067.22	4.34	265.99	0.00	2.11	-9.73	286.26
1980 02 07 12	37324.78	3.30	187.27	0.00	1.44	-5.22	421.08
1980 02 08 12	37324.78	0.00	394.59	0.00	0.79	-13.63	210.46
1980 02 09 12	37457.69	2.74	240.00	0.00	1.17	-7.32	352.82
1980 02 10 12	37670.39	2.39	216.28	0.00	1.24	-5.17	422.08
1980 02 11 12	37670.39	0.00	428.83	0.00	2.96	-13.60	208.10
1980 02 12 12	37934.36	0.00	411.50	0.00	3.06	-11.43	254.35
1980 02 13 12	38015.99	0.00	441.73	0.00	3.37	-14.97	197.15
1980 02 14 12	38015.99	0.00	448.55	0.00	8.22	-12.01	244.13
1980 02 15 12	38361.59	0.00	413.56	0.00	11.30	-4.25	444.48
1980 02 16 12	38361.59	10.65	299.87	0.00	10.39	-3.88	455.98
1980 02 17 12	38405.27	0.50	368.02	0.00	0.39	-11.34	255.58
1980 02 18 12	38707.24	0.00	436.77	0.00	2.21	-14.29	200.07
1980 02 19 12	38707.24	0.00	447.43	0.00	9.33	-8.77	312.41
1980 02 20 12	39004.50	0.01	392.25	0.00	12.23	-1.32	557.44
1980 02 21 12	39052.81	5.76	175.42	0.00	11.30	4.53	842.71
1980 02 22 12	39052.91	5.17	278.19	0.00	20.00	7.09	1006.86
1980 02 23 12	39398.40	0.00	414.70	0.00	20.69	3.49	786.35
1980 02 24 12	39398.40	0.00	376.01	0.00	15.53	1.85	697.94
1980 02 25 12	39695.68	0.00	322.71	0.00	10.32	-0.38	594.77
1980 02 26 12	39743.98	3.93	333.25	0.00	4.58	-10.25	280.03
1980 02 27 12	39743.98	0.00	365.26	0.00	2.85	-8.35	323.57
1980 02 28 12	40089.62	0.00	384.07	0.00	10.08	-2.37	520.00
1980 02 29 12	40089.62	0.00	460.52	0.00	9.94	-7.70	340.42
1980 03 01 12	40429.47	0.00	305.76	0.00	-0.57	-9.57	293.03
1980 03 02 12	40435.20	10.06	216.92	0.00	-6.09	-14.25	200.88
1980 03 03 12	40435.30	0.00	505.26	0.00	-1.91	-22.47	107.36
1980 03 04 12	40780.82	0.00	480.35	0.00	4.31	-13.41	215.47
1980 03 05 12	40780.82	12.00	244.99	0.00	9.09	-0.51	598.66
1980 03 06 12	41126.38	5.13	321.20	0.00	12.75	-1.34	558.19
1980 03 07 12	41126.38	0.00	429.94	0.00	14.31	0.06	610.02
1980 03 08 12	41306.87	8.28	298.36	0.00	17.99	4.37	830.16
1980 03 09 12	41472.00	5.64	343.07	0.00	19.05	2.17	714.92
1980 03 10 12	41472.00	0.00	422.10	0.00	15.20	-0.93	573.66
1980 03 11 12	41817.59	4.18	367.59	0.00	17.11	-5.54	407.55
1980 03 12 12	41817.59	0.00	339.94	0.00	5.66	-5.21	422.69
1980 03 13 12	42163.16	0.54	303.18	0.00	8.39	-1.55	547.78
1980 03 14 12	42163.16	5.86	283.19	0.00	10.17	-2.04	520.00
1980 03 15 12	42163.16	0.00	462.11	0.00	11.72	-5.64	400.52
1980 03 16 12	42508.84	0.00	470.52	0.00	18.62	-1.07	566.72
1980 03 17 12	42508.84	11.11	289.65	0.00	18.52	4.89	870.89
1980 03 18 12	42854.39	14.39	320.44	0.00	14.98	-0.68	585.38
1980 03 19 12	42854.39	0.00	435.20	0.00	12.02	-3.66	465.22
1980 03 20 12	43200.00	5.06	350.28	0.00	14.60	1.69	690.19
1980 03 21 12	43200.00	31.38	233.46	0.00	13.85	4.24	825.67
1980 03 22 12	43200.00	3.79	333.45	0.00	10.15	-2.82	494.95
1980 03 23 12	43545.62	0.00	458.53	0.00	14.05	-2.93	485.31
1980 03 24 12	43545.62	9.89	307.53	0.00	15.81	1.89	708.19
1980 03 25 12	43891.17	7.13	225.37	0.00	14.05	4.96	876.65
1980 03 26 12	43891.17	0.00	221.09	0.00	8.38	2.18	714.63
1980 03 27 12	44236.82	0.00	454.23	0.00	12.96	-2.64	505.64
1980 03 28 12	44236.82	10.79	334.45	0.00	17.29	1.77	699.64
1980 03 29 12	44236.82	3.47	240.00	0.00	16.30	8.16	1093.15
1980 03 30 12	44582.41	0.00	364.46	0.00	18.70	7.50	1039.88
1980 03 31 12	44582.41	6.10	244.30	0.00	15.90	6.36	950.47
1980 04 01 12	44928.01	0.00	311.79	0.00	13.43	4.50	845.17
1980 04 02 12	44928.01	0.00	496.65	0.00	21.12	2.49	733.47
1980 04 03 12	45093.09	0.00	511.46	0.00	24.55	3.85	803.98
1980 04 04 12	45273.58	14.23	356.95	0.00	22.86	5.55	910.18
1980 04 05 12	45273.58	0.00	447.09	0.00	13.52	-0.73	581.74
1980 04 06 12	45619.20	0.00	506.06	0.00	16.39	-2.04	528.91
1980 04 07 12	45619.20	0.00	498.59	0.00	20.43	2.04	714.14
1980 04 08 12	45964.69	0.00	402.28	0.00	21.90	9.06	1164.68
1980 04 09 12	45964.80	21.78	323.21	0.00	20.61	6.70	977.26
1980 04 10 12	45970.53	0.00	384.84	0.00	17.94	6.64	970.84
1980 04 11 12	46310.38	0.00	527.34	0.00	20.90	0.77	643.28
1980 04 12 12	46310.38	6.93	366.17	0.00	22.09	4.83	866.91
1980 04 13 12	46656.03	4.72	261.31	0.00	14.59	4.62	850.00
1980 04 14 12	46656.03	18.67	232.77	0.00	13.20	4.72	857.13
1980 04 15 12	46704.34	3.96	298.40	0.00	11.49	1.19	656.93
1980 04 16 12	47001.62	5.30	262.59	0.00	9.75	0.56	632.54
1980 04 17 12	47001.62	0.00	541.80	0.00	16.45	-2.83	498.93
1980 04 18 12	47347.09	0.00	550.69	0.00	21.16	0.02	610.96
1980 04 19 12	47347.20	0.00	550.60	0.00	23.54	1.67	693.31
1980 04 20 12	47395.51	0.00	540.25	0.00	25.00	3.69	800.00
1980 04 21 12	47692.78	0.00	519.93	0.00	24.74	5.30	899.27
1980 04 22 12	47692.78	0.00	548.84	0.00	26.04	3.37	788.23
1980 04 23 12	47994.70	0.00	523.73	0.00	28.84	7.90	1071.96
1980 04 24 12	48038.38	0.00	520.19	0.00	28.69	7.84	1067.52
1980 04 25 12	48038.38	0.30	507.86	0.00	24.24	4.72	855.61
1980 04 26 12	48383.98	0.53	385.87	0.00	18.14	5.76	919.56
1980 04 27 12	48383.98	14.42	200.37	0.00	15.37	7.63	1050.60
1980 04 28 12	48465.62	2.58	271.51	0.00	13.39	4.61	850.49
1980 04 29 12	48729.58	2.67	239.72	0.00	13.33	5.58	919.77
1980 04 30 12	48729.58	0.13	292.99	0.00	13.41	5.09	883.47
1980 05 01 12	48942.26	0.00	455.67	0.00	17.57	2.89	755.22
1980 05 02 12	49075.20	0.00	494.57	0.00	20.64	3.68	793.84
1980 05 03 12	49075.20	0.00	482.52	0.00	22.20	5.89	924.01
1980 05 04 12	49332.78	0.00	527.20	0.00	24.36	4.76	861.76
1980 05 05 12	49420.79	0.00	530.32	0.00	26.96	6.46	956.82
1980 05 06 12	49420.79	0.13	512.10	0.00	26.99	7.72	1057.70
1980 05 07 12	49678.39	4.02	388.52	0.00	26.34	7.40	1032.04
1980 05 08 12	49766.40	1.25	454.71	0.00	23.44	6.77	982.48
1980 05 09 12	49766.40	0.00	524.57	0.00	17.65	-0.92	573.52
1980 05 10 12	49979.08	0.00	548.31	0.00	21.52	0.30	624.00
1980 05 11 12	50112.03	0.00	509.64	0.00	25.05	6.23	949.19
1980 05 12 12	50112.03	0.00	346.03	0.00	27.30	15.97	1805.99
1980 05 13 12	50233.83	0.00	325.37	0.00	27.46	16.84	1907.22
1980 05 14 12	50457.59	8.00	285.57	0.00	25.49	13.01	1492.68
1980 05 15 12	50457.59	0.00	481.95	0.00	21.07	4.50	839.84
1980 05 16 12	50505.90	0.00	461.19	0.00	22.48	6.64	974.33
1980 05 17 12	50759.53	9.75	247.61	0.00	20.70	10.49	1279.32
1980 05 18 12	50803.20	15.78	226.87	0.00	21.25	12.12	1409.36
1980 05 19 12	50803.20	7.93	292.78	0.00	26.22	13.70	1575.15
1980 05 20 12	50924.98	17.74	244.68	0.00	24.12	14.33	1635.42
1980 05 21 12	51138.79	6.13	292.73	0.00	22.49	11.11	1329.19
1980 05 22 12	51148.82	0.00	433.82	0.00	25.00	11.59	1367.23
1980 05 23 12	51148.82	1.20	377.64	0.00	26.13	13.83	1586.49
1980 05 24 12	51230.47	2.74	340.73	0.00	24.83	13.95	1593.17
1980 05 25 12	51450.73	7.82	264.17	0.00	23.54	13.86	1585.88
1980 05 26 12	51494.39	0.00	448.91	0.00	24.61	11.36	1348.73
1980 05 27 12	51494.39	0.00	550.95	0.00	26.11	6.36	952.59
1980 05 28 12	51516.93	0.00	540.27	0.00	27.65	8.06	1085.14
1980 05 29 12	51616.17	0.00	510.21	0.00	29.64	11.39	1351.53
1980 05 30 12	51796.29	0.00	426.14	0.00	29.46	15.46	1756.41
1980 05 31 12	51839.98	1.24	349.05	0.00	27.22	16.22	1839.25
1980 06 01 12	51839.98	1.67	331.03	0.00	27.38	16.24	1838.48
1980 06 02 12	51839.98	0.00	371.22	0.00	28.73	17.33	1972.08
