  34.11
2101.00
 517776200
Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	35251.20	0.00	338.25	0.00	11.11	-6.86	278.57
1980 01 02 12	35251.20	0.00	338.40	0.00	11.13	-6.76	279.51
1980 01 03 12	35251.20	0.00	330.03	0.00	10.32	-6.06	302.42
1980 01 04 12	35251.20	0.00	352.93	0.00	12.62	-8.11	241.47
1980 01 05 12	35251.20	0.00	355.52	0.00	14.03	-7.25	249.01
1980 01 06 12	35318.55	0.00	303.52	0.00	11.29	-2.15	413.87
1980 01 07 12	35482.43	0.00	285.91	0.00	11.92	-0.26	485.33
1980 01 08 12	35587.16	0.77	179.22	0.00	8.21	1.33	648.02
1980 01 09 12	35596.81	0.07	230.76	0.00	8.42	-0.42	544.64
1980 01 10 12	35596.81	28.75	89.86	0.00	6.34	2.08	711.43
1980 01 11 12	35596.81	16.74	83.99	0.00	6.62	2.68	743.74
1980 01 12 12	35596.81	10.51	96.86	0.00	9.43	4.79	863.81
1980 01 13 12	35708.54	0.00	186.23	0.00	12.55	5.61	908.71
1980 01 14 12	35932.75	0.00	221.07	0.00	11.64	3.30	776.78
1980 01 15 12	35942.40	15.55	191.84	0.00	10.14	0.24	624.23
1980 01 16 12	35942.40	0.00	304.62	0.00	10.45	-2.20	519.34
1980 01 17 12	35942.40	0.00	307.42	0.00	10.48	-2.28	515.44
1980 01 18 12	36054.14	3.95	148.48	0.00	8.45	1.56	687.00
1980 01 19 12	36278.36	24.00	178.92	0.00	5.34	-3.25	485.74
1980 01 20 12	36288.00	4.53	189.06	0.00	5.90	-3.28	482.67
1980 01 21 12	36288.00	2.71	199.58	0.00	6.28	-1.81	538.10
1980 01 22 12	36288.00	3.59	196.50	0.00	6.47	-1.73	542.10
1980 01 23 12	36519.24	0.00	370.51	0.00	7.96	-9.59	300.69
1980 01 24 12	36633.61	0.00	388.81	0.00	10.42	-10.66	274.58
1980 01 25 12	36633.61	0.00	388.34	0.00	11.91	-8.66	319.45
1980 01 26 12	36633.61	0.00	390.89	0.00	11.58	-8.84	316.36
1980 01 27 12	36864.83	0.00	337.92	0.00	11.13	-2.47	511.27
1980 01 28 12	36979.20	0.00	274.73	0.00	9.15	-0.57	587.73
1980 01 29 12	36979.20	6.59	138.92	0.00	6.83	1.06	660.28
1980 01 30 12	36979.20	29.95	151.99	0.00	9.13	2.44	730.12
1980 01 31 12	37315.18	0.06	262.90	0.00	12.28	3.41	783.64
1980 02 01 12	37324.84	0.00	365.36	0.00	14.35	-0.37	598.17
1980 02 02 12	37324.84	0.00	398.26	0.00	15.97	-2.73	503.55
1980 02 03 12	37493.89	0.00	406.28	0.00	18.83	-1.62	546.36
1980 02 04 12	37670.41	0.00	408.60	0.00	17.40	-2.47	512.76
1980 02 05 12	37670.41	0.00	413.08	0.00	18.12	-2.57	508.26
1980 02 06 12	37670.41	0.00	411.16	0.00	19.72	-0.79	578.60
1980 02 07 12	38015.98	0.00	376.71	0.00	13.41	-1.71	543.33
1980 02 08 12	38015.98	0.00	305.33	0.00	7.16	-3.19	485.43
1980 02 09 12	38015.98	0.00	336.81	0.00	6.01	-5.93	394.54
1980 02 10 12	38361.57	0.00	382.80	0.00	7.92	-7.29	354.10
1980 02 11 12	38361.57	0.00	426.53	0.00	11.08	-9.70	294.55
1980 02 12 12	38361.57	0.00	420.56	0.00	13.13	-6.98	361.54
1980 02 13 12	38697.53	0.53	365.92	0.00	11.23	-3.74	464.50
1980 02 14 12	38707.18	32.27	167.78	0.00	9.42	1.66	692.33
1980 02 15 12	38707.18	44.58	144.52	0.00	9.06	2.59	737.89
1980 02 16 12	39043.15	18.25	203.73	0.00	10.17	0.82	644.77
1980 02 17 12	39052.81	11.23	197.09	0.00	9.86	0.90	653.03
1980 02 18 12	39052.81	7.75	162.59	0.00	9.70	2.66	743.24
1980 02 19 12	39398.42	15.16	166.77	0.00	9.99	2.70	744.64
1980 02 20 12	39398.42	41.56	219.29	0.00	10.29	0.39	631.34
1980 02 21 12	39398.42	13.40	189.32	0.00	7.89	-0.31	602.11
1980 02 22 12	39743.99	10.70	215.51	0.00	10.41	1.01	657.18
1980 02 23 12	39743.99	0.00	394.71	0.00	12.39	-1.85	537.05
1980 02 24 12	39743.99	0.00	420.23	0.00	14.18	-1.66	543.96
1980 02 25 12	40089.59	0.00	447.93	0.00	14.48	-3.46	478.12
1980 02 26 12	40089.59	0.00	462.21	0.00	16.53	-3.28	484.97
1980 02 27 12	40089.59	0.00	475.37	0.00	19.62	-2.78	502.25
1980 02 28 12	40435.18	0.00	469.52	0.00	19.69	-1.94	534.11
1980 02 29 12	40435.18	0.00	453.77	0.00	18.28	-1.30	559.03
