  37.15
 446.00
 346910054
Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1980 01 01 12	34214.40	1.19	105.83	0.00	14.38	10.10	1192.17
1980 01 02 12	34214.40	0.00	252.78	0.00	15.46	3.27	567.64
1980 01 03 12	34214.40	0.00	273.37	0.00	14.62	0.45	440.57
1980 01 04 12	34214.40	0.00	159.00	0.00	8.71	2.58	692.93
1980 01 05 12	34214.40	0.00	214.40	0.00	11.52	2.42	615.35
1980 01 06 12	34226.47	0.00	178.46	0.00	12.18	5.06	786.87
1980 01 07 12	34515.53	0.00	249.73	0.00	13.18	1.96	528.05
1980 01 08 12	34560.01	0.00	213.01	0.00	12.50	3.84	655.94
1980 01 09 12	34560.01	13.12	109.32	0.00	12.42	6.89	968.67
1980 01 10 12	34560.01	8.68	100.67	0.00	12.01	6.98	1002.07
1980 01 11 12	34560.01	28.78	165.55	0.00	13.16	4.02	818.98
1980 01 12 12	34639.91	15.38	161.64	0.00	16.30	7.27	1033.61
1980 01 13 12	34905.58	12.91	133.27	0.00	16.85	9.79	1225.29
1980 01 14 12	34905.58	18.99	105.08	0.00	16.33	11.00	1319.67
1980 01 15 12	34905.58	5.39	138.19	0.00	13.94	6.79	1003.03
1980 01 16 12	34905.58	3.35	144.72	0.00	14.28	6.84	998.50
1980 01 17 12	35109.70	9.03	85.15	0.00	13.47	9.40	1193.72
1980 01 18 12	35251.18	6.17	119.12	0.00	10.25	4.62	854.52
1980 01 19 12	35251.18	0.00	281.35	0.00	9.74	-2.49	515.43
1980 01 20 12	35251.18	0.00	305.66	0.00	12.31	-2.79	506.67
1980 01 21 12	35331.10	0.00	311.80	0.00	14.13	-2.05	534.61
1980 01 22 12	35596.80	0.00	312.59	0.00	15.56	-0.55	587.03
1980 01 23 12	35596.80	0.00	319.15	0.00	13.70	-2.90	499.23
1980 01 24 12	35596.80	0.00	312.46	0.00	13.29	-2.05	533.69
1980 01 25 12	35897.90	0.00	288.02	0.00	10.65	-1.68	547.17
1980 01 26 12	35942.39	0.00	279.88	0.00	9.60	-1.78	543.46
1980 01 27 12	35942.39	0.00	244.88	0.00	8.52	-0.36	602.42
1980 01 28 12	36022.28	0.00	270.91	0.00	10.88	0.41	635.90
1980 01 29 12	36287.99	0.59	276.21	0.00	9.48	-1.01	579.50
1980 01 30 12	36287.99	0.00	315.49	0.00	12.02	-1.39	553.22
1980 01 31 12	36287.99	0.00	295.98	0.00	13.18	1.35	674.67
1980 02 01 12	36633.60	0.00	334.34	0.00	15.29	-0.64	589.97
1980 02 02 12	36633.60	0.00	329.87	0.00	15.59	0.47	637.06
1980 02 03 12	36633.60	0.00	305.37	0.00	14.08	1.51	690.10
1980 02 04 12	36979.22	0.00	287.74	0.00	15.24	3.90	811.87
1980 02 05 12	36979.22	0.00	233.37	0.00	14.79	6.40	965.40
1980 02 06 12	36979.22	0.00	280.69	0.00	14.56	4.04	826.29
